ArtikkelNr;Beskr;LevNr;LevKod;LevFargKod;Sasong;KjedeInnkPris;TotalLagerBeh;RegistrertDato;SistEndretDato;Antall;But. med lager;Lager ant. pr. butikk;Strekkoder
9835290;SOLID STAR BEDSPREAD 260x260 CM;40;40124;449;201403;0;0;27/12/14;14/11/18;2;;;0200001182334
9831576;SOLID STAR BEDSPREAD 280x280 CM;40;40124;467;201401;0;1;09/01/14;30/03/20;2;20;1;7310840171833
9835291;SOLID STAR BEDSPREAD 260x260 CM;40;40124;467;201403;0;0;27/12/14;14/11/18;2;;;0200001182341
9818150;C-NECK T-SHIRT WITH EMBR.;40;401301;405;200003;0;0;09/08/11;05/03/20;2;;;7322625303360,7322625307078,7322625307863,7322625310788
9810970;GNH C-NECK T-SHIRT L.S GANT EMBR.;40;401301;405;201803;0;0;14/09/09;07/11/19;2;;;7322626846019,7322626888767,7322626897332,7322626904221,7322627619629
9811747;CO/EL. V-NECK T-SHIRT;40;401301;5;201101;70,14;0;26/01/10;05/03/20;2;;;7322621119255,7322621137990,7322621148422,7322621639470,7322621681899,7322623759978
9810078;GNH C-NECK T-SHIRT L.S GANT EMBR.;40;401301;5;201803;0;0;17/06/09;05/03/20;2;;;7322626870830,7322626870939,7322627157367,7322627364543,7322627455425,7322627493823
9815667;2 X 2 RIB POLOSHIRT;40;401410;110;201101;124,52;8;24/01/11;05/03/20;2;1;8;0200001000478,0200001016493,7322625930856,7322626006796,7322626114798,7322626135601,7322626207629,7322627029008
9841405;YC. SAILORS RUGGER;40;401410;110;201601;189,76;1;09/02/16;07/11/19;2;10;1;7325700891738,7325700891745,7325700891752,7325700891769,7325700891776,7325700891783
9815861;C.G. TRACKSUIT JACKET;40;401600;410;201101;215,33;7;01/02/11;07/11/19;2;1;7;0200001015205,7321360147659,7321360147666,7321360147673,7321360147680,7321360147697,7321360147703
9843141;O1. GNH SPORTY HOODIE;40;401600;410;201603;221,24;0;08/08/16;05/03/20;2;;;7325701115901,7325701115918,7325701115925,7325701115932,7325701115949,7325701115956
9853931;SMS SHORTS DAME;40;40190;5;201903;100;0;07/01/19;05/03/20;3;;;
9860891;SMS SHORTS DAME;40;40190;5;202003;0;0;03/09/20;22/09/20;3;;;
9861737;SMS SHORTS DAME;40;40190;5;202004;0;0;12/11/20;12/11/20;3;;;
9853932;SMS SKIRT DAME;40;402;5;202002;75;0;07/01/19;03/06/20;3;;;
9860892;SMS SKIRT DAME;40;402;5;202003;0;0;03/09/20;22/09/20;3;;;
9861738;SMS SKIRT DAME;40;402;5;202004;0;0;12/11/20;12/11/20;3;;;
9828654;VAREPRØVER JERSEY;40;402200;5;201103;101,45;0;10/06/13;05/03/20;3;;;7321360647975
9825192;RUFFLE POLOSHIRT L.S.;40;402200;5;201103;101,45;0;23/08/12;05/03/20;3;;;7321360647999
9803495;ROLLNECK JERSEYDRESS;40;402200;5;201603;0;0;07/09/06;22/11/19;3;;;7322622943774,7322622945914,7322622945921,7322622946577,7322622947369
9851146;ORIGINAL SS PIQUE;40;402201;420;202001;92,31;1;20/03/18;14/09/20;2;20;1;7325702169347,7325702169354,7325702169361,7325702169378,7325702169385,7325702169392
9859329;ORIGINAL SS PIQUE;40;402201;420;202001;92,31;1;04/03/20;14/09/20;2;20;1;7325702169408
9853471;THE ORIGINAL PIQUE;40;402201;433;201903;92,31;0;15/11/18;14/09/20;2;;;7325700664028
9840775;ORIGINAL SS PIQUE;40;402201;433;202001;92,31;113;14/01/16;29/11/20;2;1|2|6|9|10|16|20;7|12|8|7|2|18|59;7325700664035,7325700664042,7325700664059,7325700664066,7325700664073,7325700664080,7325700664097
9816764;TWINPACK C-NECK T-SHIRT L.S.;40;402206;5;201103;135,27;0;05/07/11;07/11/19;2;;;7321360648767,7321360648774,7321360648781,7321360648798,7321360648811
9803500;GRAPHIC PRINTED SKIRT;40;402206;5;201603;0;0;08/09/06;22/11/19;2;;;7322622940421,7322622945112,7322622945136,7322622945792,7322622945808
9803836;C-NECK CO/EL S.S;40;402300;110;201701;140,15;12;12/01/07;07/11/19;3;1;12;7322623969001,7322623969018,7322623969025,7322623969032,7322623969049,7322623969056
9804907;C-NECK CO/EL;40;402300;110;201702;0;10;16/05/07;07/11/19;3;1;10;7322629941858,7322629941865,7322629941872,7322629941889
9848884;O1. THE ORIGINAL PIQUE SS DRESS;40;402300;110;201901;145,95;0;11/10/17;05/03/20;3;;;7325701405507,7325701405514
9802613;CREW NECK CO/ EL  T-SHIRT;40;402300;5;201603;0;0;28/06/06;07/11/19;3;;;7322623073258,7322623086289,7322623088856,7322623090347,7322623104280
9803865;C-NECK CO/EL S.S;40;402300;5;201701;140,15;0;15/01/07;07/11/19;3;;;7322623968875,7322623968882,7322623968899,7322623968905,7322623968912
9805015;GNH C-NECK CO/EL;40;402300;5;201703;0;0;19/07/07;07/11/19;3;;;7322623713802,7322623713819,7322623713826,7322623713833,7322623713840
9802614;C- NECK CO/ EL L.S.  T-SHIRT;40;402302;110;201603;0;0;28/06/06;07/11/19;2;;;7322623075474,7322623078192,7322623087002,7322623088160,7322623089877
9804991;GNH C-NECK CO/EL L.S.;40;402302;110;201703;0;0;18/07/07;07/11/19;2;;;7322623694286,7322623694293,7322623694309,7322623694316,7322623694323,7322623694330
9802615;C- NECK CO/ EL L.S.  T-SHIRT;40;402302;113;201603;0;12;28/06/06;05/03/20;2;1;12;7322623073050,7322623075481,7322623086869,7322623099067,7322623103795,7322623105591
9806249;GNH C-NECK CO/EL L.S.;40;402302;113;201703;0;0;20/11/07;07/11/19;2;;;7322623694361,7322623694378,7322623694385,7322623694392,7322623694408
9802616;C- NECK CO/ EL L.S.  T-SHIRT;40;402302;205;201603;0;10;28/06/06;05/03/20;2;1;10;7322623073012,7322623078130,7322623088092,7322623092952,7322623099265,7322623109742
9806250;GNH C-NECK CO/EL L.S.;40;402302;205;201703;0;0;20/11/07;07/11/19;2;;;7322623693913,7322623693920,7322623693944,7322623693951
9802617;C- NECK CO/ EL L.S.  T-SHIRT;40;402302;5;201603;0;8;28/06/06;07/11/19;2;1;8;7322623073319,7322623077478,7322623088511,7322623088955,7322623089747
9804993;GNH C-NECK CO/EL L.S.;40;402302;5;201703;0;0;18/07/07;07/11/19;2;;;7322623694538,7322623694545,7322623694552,7322623694569,7322623694576,7322623694583
9803049;C- NECK CO/ EL L.S.  T-SHIRT;40;402302;605;201603;0;7;02/08/06;05/03/20;2;1;7;7322623079656,7322623081161,7322623088344,7322623095236,7322623104266,7322623108226
9805307;GNH C-NECK CO/EL L.S.;40;402302;605;201703;0;4;13/08/07;07/11/19;2;1;4;7322623693647,7322623693654,7322623693661,7322623693678,7322623693685
9802618;C- NECK CO/ EL L.S.  T-SHIRT;40;402302;662;201603;0;9;28/06/06;05/03/20;2;1;9;7322623069466,7322623072442,7322623077133,7322623093423,7322623103733
9804995;GNH C-NECK CO/EL L.S.;40;402302;662;201703;0;15;18/07/07;07/11/19;2;1;15;7322623693067,7322623693074,7322623693081,7322623693098,7322623693104,7322623693111
9816796;BASIC CO/ELA T-SHIRT L.S;40;402305;110;201103;87,55;3;15/07/11;07/11/19;3;20;3;0200001028847,0200001028854,7321361325322,7321361325339,7321361325346,7321361325353,7321361325360,7321361325377
9803556;CO/EL L.S. STRAPTOP;40;402305;110;201604;0;9;13/10/06;05/03/20;3;1;9;7322622495525,7322622495532,7322622495549,7322622495556,7322622495563,7322622500243
9803795;STRAPTOP CO/EL;40;402305;110;201701;0;8;11/01/07;05/03/20;3;1;8;7322623976139,7322623976146,7322623976160,7322623976177,7322623976184,7322623976191,7322629942688,7322629942695,7322629942701,7322629942718,7322629942725,7322629942732
9816809;BASIC CO/ELA T-SHIRT L.S;40;402305;5;201103;87,55;2;15/07/11;07/11/19;3;20;2;0200001029042,0200001029059,7321361325247,7321361325254,7321361325261,7321361325278,7321361325285,7321361325292
9803557;CO/EL L.S. STRAPTOP;40;402305;5;201604;0;9;13/10/06;05/03/20;3;1;9;7322622494733,7322622494740,7322622494757,7322622494764,7322622494771,7322622495433
9803796;STRAPTOP CO/EL;40;402305;5;201702;148;0;11/01/07;05/03/20;3;;;7322623975996,7322623976009,7322623976016,7322623976023,7322623976030,7322623976047,7322629942619,7322629942626,7322629942633,7322629942640,7322629942657,7322629942664
9828659;VAREPRØVE JERSEY;40;402420;5;201103;143,24;0;10/06/13;05/03/20;2;;;7321360676081
9802718;LINGERIE TOP;40;402420;5;201603;0;18;17/07/06;05/03/20;2;1;18;7322622327598,7322622459374,7322622898531,7322622898791,7322622994097
9857300;SMS DRESSES EXCLUSIVE DAME;40;403;5;202002;0;0;02/09/19;03/06/20;2;;;
9861744;SMS DRESSES EXCLUSIVE DAME;40;403;5;202004;0;0;12/11/20;12/11/20;2;;;
9820692;RUFFLE POLOSHIRT;40;403200;410;201201;125,08;2;04/01/12;05/03/20;2;20;2;0200001080722,0200001080739,7321365338403,7321365338410,7321365338427,7321365338434,7321365338441,7321365338458
9804923;FLARED T-SHIRT DRESS;40;403200;410;201701;240;1;06/06/07;05/03/20;2;1;1;7322624065795,7322624065801
9828759;HEAVY WASHED TANKTOP;40;403417;110;201201;52,25;0;20/06/13;05/03/20;2;;;7321365369025,7321365369049
9804556;TONAL ORNAMENT CAPSLEEVES;40;403417;110;201701;0;9;05/03/07;07/11/19;2;1;9;7322629395576,7322629403745,7322629405671,7322629415823,7322629429493,7322629438167
9803737;TRACKSUIT TROUSERS;40;403502;94;201701;142,24;10;02/01/07;08/11/19;2;1;10;7322629876402,7322629876419,7322629876457,7322629876464,7322629876488
9847406;BARSTRIPE JERSEY RUGGER LS;40;403502;94;201701;142,24;0;17/07/17;05/03/20;2;;;7325701408416,7325701408423,7325701408430,7325701408447,7325701408454,7325701408461
9827266;E. SWEETHEART DRESS;40;404340;5;201203;440,09;0;14/01/13;05/03/20;2;;;7321366502964
9805308;EG GRAPHIC PRINTED WRAPDRESS;40;404340;5;201703;0;0;13/08/07;22/11/19;2;;;7322625139211,7322625139235,7322625139464,7322625139488,7322625139501
9826932;COTTON ELASTANE C-NECK S.S.;40;405300;110;201503;77,14;40;08/01/13;07/11/19;2;20;40;7321367544307,7321367544314,7321367544321,7321367544338,7321367544741,7321367544758,7321367544765,7321367544772
9806368;G.N.H. C-NECK COTTON/ELASTAN;40;405300;110;201801;0;5;14/12/07;05/03/20;2;1;5;7322625627008,7322625627015,7322625627022,7322625627046,7322625627053,7322625627077
9829348;COTTON ELASTANE C-NECK S.S.;40;405300;5;201503;77,14;0;23/07/13;07/11/19;2;;;7321367544598,7321367544604,7321367544611,7321367544628,7321367544635
9806370;G.N.H. C-NECK COTTON/ELASTAN;40;405300;5;201801;0;0;14/12/07;07/11/19;2;;;7322625627398,7322625627404,7322625627411,7322625627428,7322625627435,7322625627442
9826956;COTTON ELASTANE V-NECK S.S.;40;405301;110;201501;73,08;14;08/01/13;07/11/19;2;20;14;7321367546042,7321367546059,7321367546066,7321367546073,7321367546080,7321367546097
9806372;G.N.H. V-NECK T-SHIRT;40;405301;110;201801;0;13;14/12/07;07/11/19;2;1;13;7322625595161,7322625595178,7322625595185,7322625595192,7322625595208,7322625595215
9826934;COTTON ELASTANE 3/4 SLEEVE TOP;40;405303;110;201501;81,42;1;08/01/13;05/03/20;2;20;1;7321367540217,7321367540224,7321367540231,7321367540248,7321367540255,7321367540262,7321367540279
9806377;G.N.H. TANKTOP;40;405303;110;201801;0;0;14/12/07;07/11/19;2;;;7322625603859,7322625603866,7322625603873,7322625603880,7322625603897,7322625603903
9828356;COTTON ELASTAN 3/4 SLEEVE T-SHIRT;40;405303;5;201501;81,42;0;19/03/13;05/03/20;2;;;7321367540071,7321367540088,7321367540095,7321367540101
9806379;G.N.H. TANKTOP;40;405303;5;201801;0;1;14/12/07;07/11/19;2;1;1;7322625604061,7322625604078,7322625604443,7322625604450,7322625604467,7322625604474
9826959;COTTON ELASTAN TANKTOP;40;405304;110;201401;65,78;10;08/01/13;05/03/20;2;20;10;7321367541511,7321367541528,7321367541535,7321367541962,7321367541979,7321367541986
9806381;G.N.H. STRAPTOP;40;405304;110;201801;0;0;14/12/07;07/11/19;2;;;7322625607819,7322625607826,7322625607833,7322625607840,7322625607857,7322625607932
9827840;2X2 RIB POLOSHIRT;40;405404;110;201301;110,81;13;13/02/13;05/03/20;2;20;13;7321367664128,7321367664135,7321367664142,7321367664159,7321367664166,7321367664173,7321367664180
9842455;COTTON ELASTANE C-NECK T-SHIRT SS;40;405404;110;201603;59,95;3;28/06/16;07/11/19;2;10;3;7325701119428,7325701119435,7325701119442,7325701119459,7325701119466,7325701119473,7325701119480
9842530;COTTON ELSTANE V-NECK 3/4 SLEEVE;40;405410;110;201603;67,58;1;08/07/16;05/03/20;2;1;1;7325701120851,7325701120868,7325701120875,7325701120882,7325701120899,7325701120905
9806830;G.N.H. STRETCH PIKÉ 3/4 SLEEVE;40;405410;110;201801;0;0;24/01/08;05/03/20;2;;;7322625921892,7322625922158,7322625922387,7322625925333,7322625927351,7322625927634
9843765;O2. GANT U.S.A. T-SHIRT LS;40;405411;5;201603;85,57;1;02/09/16;03/12/20;2;10;1;7325701120417,7325701120424,7325701120431,7325701120448,7325701120455,7325701120462
9807310;G.N.H. 2X2 RIB S.S. POLOSHIRT;40;405411;5;201801;0;0;26/02/08;07/11/19;2;;;7322626587165,7322626587189,7322626587233,7322626587240,7322626587424
9846739;O1. SOLID CUT WRAPDRESS;40;406301;410;201603;265,42;0;27/04/17;05/03/20;2;;;7325701123272,7325701123289,7325701123296
9807972;GNH C-NECK COTTON/ELASTAN L.S.;40;406301;410;201803;0;0;23/06/08;05/03/20;2;;;7322621495458,7322621495656,7322621497063,7322621512872,7322621528545,7322621529085
9828792;CLASSIC STRIPED BOATNECK JUMPER;40;406408;113;201603;120,46;0;20/06/13;05/03/20;2;;;7321368993241,7321368993258,7321368993265,7321368993272,7321368993289,7321368993296,7321368993302
9844988;BRETON STRIPE BOATNECK JUMPER;40;406408;113;201703;127,41;3;09/01/17;05/03/20;2;20;3;7325701589269,7325701589276,7325701589283,7325701589290,7325701589306,7325701589313
9831212;CLASSIC STRIPED BOATNECK JUMPER;40;406408;347;201603;120,46;22;03/01/14;07/11/19;2;20;22;7321369259711,7321369259728,7321369259735,7321369259742,7321369259759,7321369259766
9835003;STRIPED BOATNECK JUMPER;40;406408;347;201603;120,46;0;17/12/14;05/03/20;2;;;7321369259773
9831209;CLASSIC STRIPED BOATNECK JUMPER;40;406408;468;201603;120,46;5;03/01/14;07/11/19;2;20;5;7321369259797,7321369259803,7321369259810,7321369259827,7321369259834,7321369259841
9845665;BRETON STRIPE BOATNECK JUMPER;40;406408;468;201703;127,41;6;23/01/17;05/03/20;2;10|20;1|5;7325701589344,7325701589351,7325701589368,7325701589375,7325701589382,7325701589399
9831507;GANT CREWNECK SWEAT;40;406602;94;201601;129,86;6;08/01/14;05/03/20;2;20;6;7321369194760,7321369194784,7321369194807,7321369194845,7321369194999,7321369195019,7321369195057,7321369195101
9808289;GNH TRACKSUIT TROUSERS;40;406602;94;201803;0;0;14/07/08;08/11/19;2;;;7322621885846,7322621885860,7322621885877,7322621885884,7322621885891
9833252;GANT LOGO T-SHIRT S.S.;40;407503;110;201501;46,33;15;14/07/14;07/11/19;2;20;15;7321369253559,7321369253566,7321369253573,7321369253580,7321369253597,7321369253603
9809221;G.N.H. LACED RUGGER CUT&SEWN;40;407503;110;201901;0;12;15/01/09;05/03/20;2;1;12;7322622031440,7322622031457,7322622031464,7322622031471,7322622031495,7322622031501
9811464;CLASSIC PIQUE;40;409400;110;200001;0;10;30/12/09;05/03/20;2;1;10;0200001011627,7322628051626,7322628060987,7322628061298,7322628067993,7322628083399,7322628122487
9838567;FITTED CONTRAST PIQUE;40;409400;110;201501;95,5;0;23/07/15;05/03/20;2;;;7332972974458
9838518;STRIPED RIB S.S. T-SHIRT;40;409706;433;201701;79,57;0;22/07/15;05/03/20;2;;;7332972705762
9844170;1X1 RIB STRIPED T-SHIRT SS;40;409706;433;201701;79,57;0;27/09/16;07/11/19;2;;;7332972705748
9853229;SKINNY SUPER STRETCH JEANS;40;4100034;941;201903;239,2;5;09/10/18;11/11/20;2;40;5;7325702334691,7325702334707,7325702334714,7325702334721,7325702334738,7325702334745
9851754;SKINNY SUPER STRETCH JEANS;40;4100034;941;201903;239,2;0;17/07/18;07/07/20;2;;;7325702334783,7325702334790,7325702334806,7325702334813,7325702334820,7325702334837,7325702334844,7325702334851
9853455;O1. STRAIGHT CORD JEANS;40;4100057;210;201803;240,67;1;12/11/18;18/12/19;2;40;1;7325702576657
9852195;O1. STRAIGHT CORD JEANS;40;4100057;210;201803;240,67;34;09/08/18;05/03/20;2;20|40;8|26;7325702574790,7325702574806,7325702574851,7325702574868,7325702574875,7325702574882,7325702574899,7325702574905,7325702574967,7325702574974,7325702574981,7325702574998,7325702575001,7325702576664,7325702576671,7325702576688,7325702576695,7325702576701,7325702576725,7325702576732,7325702576749,7325702576763,7325702576787
9813531;E. CAROL CANVAS PANTS;40;410273;110;200001;0;0;30/06/10;05/03/20;2;;;7322620370794,7322620371524
9809057;G.N.H. CAROL CANVAS PANTS;40;410273;110;201901;0;17;22/12/08;05/03/20;2;1;17;7322628926306,7322628926313,7322628926320,7322628926337,7322628926344,7322628926351,7322628926368,7322628926375,7322628926382,7322628926412,7322628926429,7322628926436,7322628926443,7322628926450,7322628926467,7322628926474,7322628926498,7322628926504,7322628926610,7322628926627,7322628926634,7322628926641,7322628926719
9811760;E. CAROL CANVAS PANTS;40;410273;278;200001;0;16;28/01/10;05/03/20;2;1;16;0200001009143,7322620372125,7322620372132,7322620372149,7322620375768,7322620376031,7322620376048,7322620376055,7322620376079,7322620376147,7322620376420,7322620376550,7322620376567,7322620376598,7322620376604,7322620376635,7322620376642,7322620376970,7322620377106,7322620377120,7322620377144,7322620377168
9809058;G.N.H. CAROL CANVAS PANTS;40;410273;278;201901;0;8;22/12/08;07/11/19;2;1;8;7322628941910,7322628941927,7322628941934,7322628941941,7322628941958,7322628941965,7322628941972,7322628941989,7322628941996,7322628942023,7322628942030,7322628942047,7322628942054,7322628942061,7322628942078,7322628942085,7322628942092,7322628942108,7322628942207,7322628942214,7322628942221,7322628942337,7322628942344
9821094;Y.C DAWN VINTAGE DENIM PANTS;40;410537;969;201101;240,35;0;11/01/12;05/03/20;2;;;7321360174174,7321360174198,7321360174310
9828660;VAREPRØVE JEANS;40;410537;969;201101;240,35;0;10/06/13;05/03/20;2;;;7321360173917,7321360173924,7321360173931,7321360173948,7321360173955,7321360173962,7321360173979,7321360173986,7321360173993,7321360174006,7321360174013
9859200;SMS JEANS DAME;40;4110;5;202002;0;0;24/02/20;03/06/20;3;;;
9860893;SMS JEANS DAME;40;4110;5;202003;0;0;03/09/20;22/09/20;3;;;
9861742;SMS JEANS DAME;40;4110;5;202004;0;0;12/11/20;12/11/20;3;;;
9859201;SMS PANTS DAME;40;4120;5;202002;0;0;24/02/20;03/06/20;5;;;
9860894;SMS PANTS DAME;40;4120;5;202003;0;0;03/09/20;22/09/20;5;;;
9861508;SMS PANTS DAME;40;4120;5;202003;0;0;21/09/20;22/09/20;5;;;
9861746;SMS PANTS DAME;40;4120;5;202004;0;0;12/11/20;12/11/20;5;;;
9861739;SMS PANTS DAME;40;4120;5;202004;0;0;12/11/20;12/11/20;5;;;
9859202;SMS JERSEY DAME LOW;40;4170;5;202002;0;0;24/02/20;03/06/20;5;;;
9861509;SMS JERSEY DAME LOW;40;4170;5;202003;0;0;21/09/20;22/09/20;5;;;
9860895;SMS JERSEY DAME LOW;40;4170;5;202003;0;0;03/09/20;22/09/20;5;;;
9861734;SMS JERSEY DAME LOW;40;4170;5;202004;0;0;12/11/20;12/11/20;5;;;
9861740;SMS JERSEY DAME LOW;40;4170;5;202004;0;0;12/11/20;12/11/20;5;;;
9859203;SMS JERSEY DAME HIGH;40;4171;5;202002;0;0;24/02/20;03/06/20;4;;;
9861510;SMS JERSEY DAME HIGH;40;4171;5;202003;0;0;21/09/20;22/09/20;4;;;
9860896;SMS JERSEY DAME HIGH;40;4171;5;202003;0;0;03/09/20;22/09/20;4;;;
9861735;SMS JERSEY DAME HIGH;40;4171;5;202004;0;0;12/11/20;12/11/20;4;;;
9812141;PIQUE COLLAR TIPPING T-SHIRT;40;4200;110;201101;73,36;37;26/02/10;30/03/20;2;1;37;0200001083600,0200001083617,7322625198737,7322625198751,7322625198768,7322625198775,7322625198782,7322625198799
9804265;G.N.H. PIQUE COLLAR TIPPING T-SHIRT;40;4200;110;201901;0;42;16/02/07;30/03/20;2;1;42;7322622163066,7322622163073,7322622163080,7322622163127,7322622163165,7322622163226,7322629496693,7322629497157,7322629513390,7322629514151,7322629515462,7322629520237
9811539;PIQUE COLLAR TIPPING T-SHIRT;40;4200;410;201101;73,36;37;13/01/10;30/03/20;2;1;37;0200001010910,0200001083594,7322625198966,7322625198973,7322625198980,7322625198997,7322625199000,7322625199017
9804268;G.N.H. PIQUE COLLAR TIPPING T-SHIRT;40;4200;410;201901;0;51;16/02/07;30/03/20;2;1;51;7322622162250,7322622162267,7322622162274,7322622162281,7322622162298,7322622162304,7322629491971,7322629494033,7322629499977,7322629509447,7322629538140,7322629539505
9811540;PIQUE COLLAR TIPPING T-SHIRT;40;4200;451;201101;73,36;1;13/01/10;30/03/20;2;1;1;0200001010934,7322625200270,7322625200287,7322625200294,7322625200317,7322625200324,7322625200331
9809250;G.N.H. PIQUE COLLAR TIPPING T-SHIRT;40;4200;451;201901;0;0;16/01/09;30/03/20;2;;;7322622161567,7322622161611,7322622161628,7322622161642,7322622161659,7322622161666
9850413;GANT SHIELD LOGO C-NECK SWEAT;40;4204612;115;201801;137,34;1;01/02/18;30/11/20;2;16;1;
9849458;GANT SHIELD LOGO C-NECK SWEAT;40;4204612;115;201903;140,39;2;29/12/17;05/03/20;2;10;2;7325702228747,7325702228754,7325702228761,7325702228778,7325702228785,7325702228792,7325702228808
9850414;GANT SHIELD LOGO C-NECK SWEAT;40;4204612;94;201903;140,39;0;01/02/18;29/05/20;2;;;7325702228730
9849446;GANT SHIELD LOGO C-NECK SWEAT;40;4204612;94;201903;140,39;5;29/12/17;05/03/20;2;4|10;1|4;7325702228679,7325702228686,7325702228693,7325702228709,7325702228716,7325702228723
9800016;CLASSIC 5-PKT DENIM STRETCH;40;421190;989;201503;0;23;25/07/05;30/03/20;2;1;23;7322627997017,7322627997024,7322627997031,7322627997048,7322627997055,7322627997062,7322627997079,7322627997086,7322627997093,7322627997109,7322627997123,7322627997130,7322627997147,7322627997154,7322627997161,7322627997178,7322627997185,7322627997192,7322627997208,7322627997215
9802732;CLASSIC 5PKT DENIM STRETCH;40;421190;989;201603;0;20;18/07/06;30/03/20;2;1;20;7322622051035,7322622052124,7322622055002,7322622056153,7322622057969,7322622059079,7322622060167,7322622061577,7322622063397,7322622064745,7322622065834,7322622066923,7322622068125,7322622069733,7322622072245,7322622076670,7322622077998,7322622079084,7322622080172,7322622081261
9814080;C.3 RHINESTONE BATWING TUNIC;40;430060;5;200003;0;9;23/07/10;30/03/20;2;1;9;0200001040627,0200001040634,7322628264521,7322628264538,7322628264569,7322628264620,7322628264651,7322628264668
9802635;HIGH COLLARSTAND STRIPED SHIRT;40;430060;5;201603;0;6;28/06/06;30/03/20;2;1;6;7322622624260,7322622624284,7322622624321,7322622641892,7322622641908,7322622641991,7322622644732
9851885;O1. FLOWER BOW BLOUSE;40;4301022;110;201801;254,83;0;26/07/18;05/03/20;2;;;7325702178332
9853474;O1. FLOWER BOW BLOUSE;40;4301022;110;201801;254,83;0;15/11/18;05/03/20;2;;;7325702178295
9859204;SMS SHIRTS DAME;40;431;5;202002;0;0;24/02/20;03/06/20;4;;;
9861511;SMS SHIRTS DAME;40;431;5;202003;0;0;21/09/20;22/09/20;4;;;
9860897;SMS SHIRTS DAME;40;431;5;202003;0;0;03/09/20;22/09/20;4;;;
9861736;SMS SHIRTS DAME;40;431;5;202004;0;0;12/11/20;12/11/20;4;;;
9825468;STRETCH OXFORD BRETON W SHIELD;40;431453;455;201104;0;0;24/08/12;05/03/20;2;;;0200001128974,0200001128981,0200001128998,0200001129254,0200001129261,0200001129278,0200001129520,0200001129537,0200001129544,0200001144813,0200001144820,0200001144837,0200001144844
9830189;STRETCH OXFORD BRETON;40;431453;455;201401;132,49;0;06/09/13;05/03/20;2;;;7321365130687,7321365130694,7321365130717
9851552;O2. LINKED FLORAL TOP;40;4320041;110;201801;180,94;0;25/06/18;05/03/20;2;;;7325702189567,7325702189574,7325702189581,7325702189598
9855056;O2. LINKED FLORAL TOP;40;4320041;110;201801;180,94;0;13/02/19;05/03/20;2;;;7325702189611
9861027;D1. LUXURY CHAMBRAY;40;4321027;999;202003;174,32;2;15/09/20;30/11/20;2;11|13;1|1;7325705362035
9858051;D1. LUXURY CHAMBRAY;40;4321027;999;202003;174,32;89;19/12/19;29/11/20;2;2|3|6|9|11|12|13|14|16|17|18|19;4|8|7|7|7|7|6|8|8|8|12|7;7325705361977,7325705361984,7325705361991,7325705362004,7325705362011,7325705362028
9842890;O1. PIN STRIPE SKIRT;40;440116;410;201603;240,02;30;29/07/16;05/03/20;2;10|40;13|17;7325701233223,7325701233230,7325701233247,7325701233254,7325701233261,7325701233278
9806621;G.N.H. SHORT 5PKT TWILL SKIRT;40;440116;410;201801;0;3;16/01/08;22/11/19;2;1;3;7322625662856,7322625662863,7322625662870,7322625662887,7322625662894,7322625662900
9844318;SPORT BLOOM SHIRT DRESS;40;450021;410;201604;324,44;0;04/11/16;05/03/20;2;;;7325701322682,7325701322699,7325701322705,7325701322712,7325701322729,7325701322736,7325701322743
9805323;GNH FLANNEL SHIFT DRESS;40;450021;410;201703;0;0;13/08/07;22/11/19;2;;;7322621879203,7322623687820,7322623689572,7322623689701
9847031;O. JERSEY DRESS;40;450071;5;201702;265,25;6;12/06/17;05/03/20;2;10;6;7325701632224,7325701632231,7325701632248,7325701632255,7325701632262,7325701632279,7325701632286
9809078;C PLEAT DRESS;40;450071;5;201901;0;6;30/12/08;05/03/20;2;1;6;7322620958688,7322620958695,7322620958701,7322620958718
9856423;O1. MICROFLOWER PRINT DRESS;40;4501037;648;201901;339,38;0;01/08/19;07/11/19;2;;;7325705064328,7325705064342,7325705064366,7325705064380
9860887;O1. MICROFLOWER PRINT DRESS;40;4501037;648;202003;339,38;0;03/09/20;22/09/20;2;;;7325705064373
9812338;G.N.H. SUMMER FLARE DRESS;40;450111;110;201901;0;0;06/05/10;05/03/20;2;;;7322620960124,7322620960131,7322620960148
9809809;SUMMER FLARE DRESS;40;450111;110;201902;0;16;23/03/09;30/03/20;2;1;16;7322622820495,7322622820501,7322622820518,7322622820525,7322622820532,7322622820556
9800267;DRESS BELT;40;46250;5;201503;0;0;02/08/05;22/11/19;2;;;7322628114567,7322628114574,7322628114581,7322628114598,7322628114604,7322628114611,7322628114628,7322628114635
9801404;DRESS BELT ELLIOT GANT;40;46250;5;201601;0;0;17/01/06;30/03/20;2;;;7322620130183,7322620130220,7322620130268,7322620130305,7322620130428,7322620135300,7322620135348
9800268;JEANS LEATHER BELT;40;46281;205;201503;0;0;02/08/05;30/03/20;2;;;7322628116066,7322628116073,7322628116080,7322628116097,7322628116103,7322628116110,7322628116127
9801407;JEANS LEATHER BELT G.N.H.;40;46281;205;201601;0;0;17/01/06;30/03/20;2;;;7322620133672,7322620133719,7322620133818,7322620133863,7322620133900,7322620133948,7322620134099,7322620134174
9800269;JEANS LEATHER BELT;40;46281;5;201503;0;0;02/08/05;22/11/19;2;;;7322628115960,7322628115977,7322628115984,7322628115991,7322628116004,7322628116011,7322628116028,7322628116035
