ArtikkelNr;Varetekst;LevKod;LevFargKod;Sesong;MainGroup;MainGrpTekst;ArtGroup;ArtGrpTekst;VVarekostL10;AntL10;VerdiL10;VVarekostL40;AntL40;VerdiL40;TotAnt;TotVerdi;LC;VerdiLCL10;VerdiLCL40
9848905;OP2. DOT TEXTURE CREW;8030015;409;201704;180;KNITWEAR;10;MEN;455;1;455;455;0;0;1;455;209;209;0
9848911;O.JERSEY BLAZER;907873;433;201703;120;BLAZERS;20;BOYS;540;3;1620;540;0;0;3;1620;255,61;766,83;0
9848917;3-PACK TRUNK FAIR ISLE COTTON STR;901743203;405;201704;220;GANT UNDERWEAR;80;GANT UNDERWEAR;173;23;3979;173;0;0;23;3979;82,13;1888,99;0
9848919;3-PACK TRUNK WINTER STAR CTN STR;901743263;405;201704;220;GANT UNDERWEAR;80;GANT UNDERWEAR;173;159;27507;173;0;0;159;27507;82,13;13058,67;0
9848921;3-PACK TRUNK SOLID COTTON STRETCH;901743153;610;201704;220;GANT UNDERWEAR;80;GANT UNDERWEAR;170;23;3910;170;0;0;23;3910;76,76;1765,48;0
9848925;2-PACK BOXER SH W. STAR/GIFT TUNNEL;901742069;405;201704;220;GANT UNDERWEAR;80;GANT UNDERWEAR;173;8;1384;173;0;0;8;1384;84,24;673,92;0
9848926;PAJAMA SET SHIRT GIFT GIV. FLANNEL;901749180;405;201704;220;GANT UNDERWEAR;80;GANT UNDERWEAR;480;1;480;480;0;0;1;480;221,13;221,13;0
9848927;PAJAMA PANTS GIFT GIVING FLANNEL;901749186;405;201704;220;GANT UNDERWEAR;80;GANT UNDERWEAR;205;1;205;205;0;0;1;205;91,61;91,61;0
9848928;PAJAMA SET SHIRT GRAY CHECK FLANNEL;901749190;25;201704;220;GANT UNDERWEAR;80;GANT UNDERWEAR;480;4;1920;480;0;0;4;1920;221,13;884,52;0
9848930;PAJAMA SET LOGO T GIFT GIV. FLANNEL;901749380;405;201704;220;GANT UNDERWEAR;80;GANT UNDERWEAR;350;3;1050;350;0;0;3;1050;168,48;505,44;0
9848935;OP1. GANT OUTLINE LS T-SHIRT;2004011;93;201704;170;JERSEY;10;MEN;175;10;1750;175;0;0;10;1750;72,07;720,7;0
9848937;OP1. BRUSHED OXFORD CHECK REG BD;3001010;420;201704;160;SHIRTS;10;MEN;455;6;2730;455;0;0;6;2730;223,45;1340,7;0
9848938;OP1. BRUSHED OXFORD CHECK REG BD;3001010;423;201704;160;SHIRTS;10;MEN;455;20;9100;455;0;0;20;9100;223,45;4469;0
9848939;OP1. BRUSHED OXFORD CHECK REG BD;3001010;93;201704;160;SHIRTS;10;MEN;455;6;2730;455;0;0;6;2730;223,45;1340,7;0
9848940;OP1. BRUSHED OXFORD SOLID REG BD;3001210;402;201704;160;SHIRTS;10;MEN;420;0;0;420;1;420;1;420;201,65;0;201,65
9848941;OP1. BRUSHED OXFORD SOLID REG BD;3001210;409;201704;160;SHIRTS;10;MEN;420;3;1260;420;0;0;3;1260;201,65;604,95;0
9848945;OP1. BRUSHED OXFORD CHECK REG BD;3001010;110;201704;160;SHIRTS;10;MEN;455;1;455;455;0;0;1;455;223,45;223,45;0
9848948;O1. LEATHER WALLET;9980060;217;201703;710;ACC-MEN;70;ACC;280;1;280;280;0;0;1;280;126,36;126,36;0
9848953;O. STAR BEANIE;691011;637;201703;760;ACC-GIRLS;70;ACC;140;0;0;140;3;420;3;420;66,8;0;200,4
9848957;OP2. FEEDER STRIPE PIQUE SS RUGGER;2052010;361;201704;170;JERSEY;10;MEN;350;4;1400;350;0;0;4;1400;156,96;627,84;0
9848960;OP1. GANT LOGO C-NECK SS T-SHIRT;4203425;666;201704;170;JERSEY;40;WOMEN;135;2;270;135;0;0;2;270;65,4;130,8;0
9848965;OP1. FAIRISLE CHRISTMAS CREW;8000019;405;201704;180;KNITWEAR;10;MEN;665;4;2660;665;0;0;4;2660;376,45;1505,8;0
9848966;OP1. TERRY LOGO CREW;8000020;409;201704;180;KNITWEAR;10;MEN;455;2;910;455;0;0;2;910;202,7;405,4;0
9848967;OP1. CASHMERE BLEND CREW;8000023;283;201704;180;KNITWEAR;10;MEN;665;8;5320;665;0;0;8;5320;399,61;3196,88;0
9848968;OP1. CASHMERE BLEND CREW;8000023;409;201704;180;KNITWEAR;10;MEN;665;18;11970;665;0;0;18;11970;399,61;7192,98;0
9848969;OP1. CASHMERE BLEND CREW;8000023;620;201704;180;KNITWEAR;10;MEN;665;22;14630;665;0;0;22;14630;399,61;8791,42;0
9848970;OP1. CASHMERE BLEND CREW;8000023;906;201704;180;KNITWEAR;10;MEN;665;4;2660;665;0;0;4;2660;399,61;1598,44;0
9848971;OP1. CASHMERE BLEND CREW;8000023;93;201704;180;KNITWEAR;10;MEN;665;18;11970;665;0;0;18;11970;399,61;7192,98;0
9848972;OP1. CASHMERE BLEND CREW;8000023;113;201704;180;KNITWEAR;10;MEN;665;0;0;665;1;665;1;665;399,61;0;399,61
9848978;OP1. CASHMERE BLEND CREW;4801065;620;201704;180;KNITWEAR;40;WOMEN;700;0;0;700;1;700;1;700;347,49;0;347,49
9848980;OP1. SOLID BEANIE;4910070;666;201704;740;ACC-WOMEN;70;ACC;170;1;170;170;0;0;1;170;83,4;83,4;0
9848987;THE ORIGINAL BARSTRIPE HEAVY RUGGER;2005007;906;201704;170;JERSEY;10;MEN;420;10;4200;420;0;0;10;4200;182,4;1824;0
9848988;OP2. STRUCTURE STRIPE 3/4 TOP;4202409;113;201704;170;JERSEY;40;WOMEN;240;3;720;240;0;0;3;720;107,72;323,16;0
9848992;THE OXFORD CHECK REG BD;303260;605;201702;160;SHIRTS;10;MEN;420;4;1680;420;0;0;4;1680;188,22;752,88;0
9848998;O. JERSEY SKIRT;440151;5;201702;200;SKIRTS;40;WOMEN;380;1;380;380;0;0;1;380;179,3;179,3;0
9848999;FINE MERINO WOOL CASUAL DRESS;450072;410;201702;210;WOMEN;40;WOMEN;655;1;655;655;0;0;1;655;299,75;299,75;0
9849003;FINE MERINO WOOL WRAP CARDIGAN;482531;94;201702;180;KNITWEAR;40;WOMEN;720;11;7920;720;0;0;11;7920;332,45;3656,95;0
9849010;G. WOOL OVERSIZED V-NECK;4805013;458;201704;180;KNITWEAR;40;WOMEN;620;3;1860;620;0;0;3;1860;281,47;844,41;0
9849014;O1. FLAG CREW;8000002;97;201703;180;KNITWEAR;10;MEN;490;0;0;490;1;490;1;490;228,19;0;228,19
9849015;O2.CHECK CREW;8000006;374;201703;180;KNITWEAR;10;MEN;630;0;0;630;1;630;1;630;295,37;0;295,37
9849016;O1.TERRY LOGO CREW;8000014;678;201703;180;KNITWEAR;10;MEN;455;1;455;455;0;0;1;455;202,7;202,7;0
9849017;LT. WEIGHT COTTON SLIPOVER;83070;678;201903;180;KNITWEAR;10;MEN;280;0;0;280;4;1120;4;1120;121,51;0;486,04
9849030;OP1. CHUNKY CABLE CREW;4804061;620;201704;180;KNITWEAR;40;WOMEN;550;10;5500;550;0;0;10;5500;251,9;2519;0
9849034;FEATHER WEIGHT TWILL BLOUSE;432565;472;201903;160;SHIRTS;40;WOMEN;410;0;0;410;1;410;1;410;186,39;0;186,39
9849035;OP1. CHUNKY CABLE CREW;4804061;666;201704;180;KNITWEAR;40;WOMEN;550;1;550;550;0;0;1;550;251,9;251,9;0
9849036;OP1. SHINY CABLE SOCKS;4960009;101;201704;740;ACC-WOMEN;70;ACC;58;1;58;58;0;0;1;58;26,27;26,27;0
9849043;OP2. TECH PREP OXFORD STRIPE REG BD;3004830;446;201704;160;SHIRTS;10;MEN;420;0;0;420;1;420;1;420;189,26;0;189,26
9849052;OP2. FLEX TWILL CAP;9900115;25;201704;710;ACC-MEN;70;ACC;140;0;0;140;1;140;1;140;57;0;57
9849053;OP2. FLEX TWILL CAP;9900115;421;201704;710;ACC-MEN;70;ACC;140;0;0;140;1;140;1;140;57;0;57
9849054;G. PINPOINT OXFORD BANKER REG BD;3051900;472;201704;160;SHIRTS;10;MEN;385;7;2695;385;0;0;7;2695;167,95;1175,65;0
9849055;G2. SLIM TAPERED STRETCH  PANT;414910;28;201802;140;PANTS;40;WOMEN;650;9;5850;650;0;0;9;5850;208,85;1879,65;0
9849059;G. PRINTED BLOUSE;4352024;472;201704;160;SHIRTS;40;WOMEN;585;8;4680;585;0;0;8;4680;292,24;2337,92;0
9849060;G. PRINTED DRESS;4505021;472;201704;210;WOMEN;40;WOMEN;755;5;3775;755;0;0;5;3775;355,71;1778,55;0
9849066;01. TECH PREP TWILL M CHECK REG BD;3002130;522;201803;160;SHIRTS;10;MEN;420;0;0;420;2;840;2;840;189,26;0;378,52
9849072;O1.TECH PREP VARSITY STRIPE SLIM BD;3004532;433;201703;160;SHIRTS;10;MEN;350;0;0;350;3;1050;3;1050;162,67;0;488,01
9849091;OP1. GANT EMBRODERY SWEAT HOODIE;2047032;93;201903;170;JERSEY;10;MEN;420;2;840;420;0;0;2;840;189,44;378,88;0
9849097;LOGO SWEAT HOODIE;2047003;410;201903;170;JERSEY;10;MEN;300;21;6300;300;14;4200;35;10500;135,7;2849,7;1899,8
9849098;LOGO SWEAT HOODIE;2047003;93;201903;170;JERSEY;10;MEN;300;47;14100;300;49;14700;96;28800;135,7;6377,9;6649,3
9849099;O. LUREX SOCKS GIFT BOX;696033;102;201703;760;ACC-GIRLS;70;ACC;135;0;0;135;1;135;1;135;63,87;0;63,87
9849101;D1.  GANT LOGO SS T-SHIRT;905122;110;201903;170;JERSEY;20;BOYS;75;2;150;75;30;2250;32;2400;38,7;77,4;1161
9849102;D1.  GANT LOGO SS T-SHIRT;905122;410;201903;170;JERSEY;20;BOYS;75;139;10425;75;93;6975;232;17400;38,7;5379,3;3599,1
9849104;D1.  GANT LOGO SS T-SHIRT;905122;93;201903;170;JERSEY;20;BOYS;75;477;35775;75;308;23100;785;58875;38,7;18459,9;11919,6
9849107;OP2. TP STRIPED JASPÉ SHIRT;4320025;27;201704;160;SHIRTS;40;WOMEN;410;6;2460;410;0;0;6;2460;183,67;1102,02;0
9849118;G2. STRETCH TWILL BLAZER;4775017;28;201802;120;BLAZERS;40;WOMEN;960;2;1920;960;0;0;2;1920;427,41;854,82;0
9849124;OP1. JERSEY LS RUGGER;4201502;113;201704;170;JERSEY;40;WOMEN;480;0;0;480;1;480;1;480;217,76;0;217,76
9849126;LOGO SWEAT HOODIE;2047003;113;201903;170;JERSEY;10;MEN;300;1;300;300;0;0;1;300;135,7;135,7;0
9849127;LOGO C-NECK;906721;113;201903;170;JERSEY;20;BOYS;200;10;2000;200;62;12400;72;14400;101,37;1013,7;6284,94
9849128;LOGO C-NECK;906721;410;201903;170;JERSEY;20;BOYS;200;72;14400;200;60;12000;132;26400;101,37;7298,64;6082,2
9849130;LOGO C-NECK;906721;93;201903;170;JERSEY;20;BOYS;200;115;23000;200;119;23800;234;46800;101,37;11657,55;12063,03
9849136;SOLID OXFORD SLIM BD;359902;110;201903;160;SHIRTS;10;MEN;266;7;1862;266;0;0;7;1862;113,8;796,6;0
9849137;SOLID OXFORD SLIM BD;359902;468;201903;160;SHIRTS;10;MEN;266;10;2660;266;46;12236;56;14896;113,8;1138;5234,8
9849138;CO POP GINGHAM SHIRT;432492;637;201801;160;SHIRTS;40;WOMEN;250;0;0;250;23;5750;23;5750;108,86;0;2503,78
9849139;OXFORD SHIRT;630391;110;201901;160;SHIRTS;60;TEEN GIRLS;150;328;49200;150;125;18750;453;67950;90,92;29821,76;11365
9849140;OXFORD SHIRT;630391;661;201901;160;SHIRTS;60;TEEN GIRLS;150;97;14550;150;50;7500;147;22050;90,92;8819,24;4546
9849144;O1. STRETCH BROADCLOTH MEADOW FLOWE;4320030;113;201801;160;SHIRTS;40;WOMEN;380;0;0;380;7;2660;7;2660;171,68;0;1201,76
9849147;SLIM DESERT JEANS;1010208;113;201903;150;JEANS;10;MEN;420;16;6720;420;2;840;18;7560;193,42;3094,72;386,84
9849148;SLIM DESERT JEANS;1010208;650;201903;150;JEANS;10;MEN;420;18;7560;420;0;0;18;7560;193,42;3481,56;0
9849149;O1. SLIM COMFORT SUPER CHINO;1503956;277;201903;140;PANTS;10;MEN;490;36;17640;490;0;0;36;17640;240,34;8652,24;0
9849150;O1. SLIM COMFORT SUPER CHINO;1503956;650;201903;140;PANTS;10;MEN;490;18;8820;490;0;0;18;8820;240,34;4326,12;0
9849153;O1. SLIM COMFORT SUPER CHINO;1503956;47;201903;140;PANTS;10;MEN;490;3;1470;490;0;0;3;1470;240,34;721,02;0
9849155;LOGO C-NECK SWEAT;276330;113;201903;170;JERSEY;10;MEN;250;0;0;250;2;500;2;500;119,36;0;238,72
9849156;COTT/ELA C-NECK SS T-SHIRT;405415;360;201903;170;JERSEY;40;WOMEN;135;3;405;135;0;0;3;405;65,07;195,21;0
9849161;COTTON CREW;88161;360;201903;180;KNITWEAR;10;MEN;250;0;0;250;3;750;3;750;104,64;0;313,92
9849162;COTTON CREW;88161;436;201903;180;KNITWEAR;10;MEN;250;1;250;250;0;0;1;250;104,64;104,64;0
9849163;COTTON V-NECK;88162;93;201903;180;KNITWEAR;10;MEN;250;12;3000;250;72;18000;84;21000;109,87;1318,44;7910,64
9849171;O1. THE NEW HAMPSHIRE JACKET;7000565;362;201801;100;OUTERWEAR;10;MEN;1120;0;0;1120;1;1120;1;1120;580,43;0;580,43
9849173;LOGO SWEAT HOODIE;906722;113;201803;170;JERSEY;20;BOYS;225;0;0;225;25;5625;25;5625;131,35;0;3283,75
9849174;LOGO SWEAT HOODIE;906722;410;201803;170;JERSEY;20;BOYS;225;5;1125;225;54;12150;59;13275;131,35;656,75;7092,9
9849176;LOGO SWEAT HOODIE;906722;93;201803;170;JERSEY;20;BOYS;225;7;1575;225;76;17100;83;18675;131,35;919,45;9982,6
9849178;SLIM TWILL CHINO;1500156;362;201903;140;PANTS;10;MEN;350;1;350;350;0;0;1;350;157,43;157,43;0
9849179;SLIM TWILL CHINO;1500156;248;201903;140;PANTS;10;MEN;385;14;5390;385;41;15785;55;21175;157,43;2204,02;6454,63
9849180;SLIM TWILL CHINO;1500156;34;201903;140;PANTS;10;MEN;385;24;9240;385;0;0;24;9240;157,43;3778,32;0
9849181;O1. SLIM COMFORT SUPER CHINO;1503956;475;201903;140;PANTS;10;MEN;490;19;9310;490;0;0;19;9310;240,34;4566,46;0
9849182;O1. SUNBLEACHED CABLE CREW;8020019;360;201801;180;KNITWEAR;10;MEN;525;3;1575;525;13;6825;16;8400;267,05;801,15;3471,65
9849184;O1. SUNBLEACHED CABLE CREW;8020019;637;201801;180;KNITWEAR;10;MEN;525;5;2625;525;0;0;5;2625;267,05;1335,25;0
9849185;O1. SUNBLEACHED CABLE CREW;8020019;643;201801;180;KNITWEAR;10;MEN;525;10;5250;525;165;86625;175;91875;267,05;2670,5;44063,25
9849186;O1. SUNBLEACHED CABLE CREW;8020019;809;201801;180;KNITWEAR;10;MEN;525;4;2100;525;0;0;4;2100;267,05;1068,2;0
9849188;O1. SUNBLEACHED CABLE CREW;8020019;420;201801;180;KNITWEAR;10;MEN;525;0;0;525;15;7875;15;7875;267,05;0;4005,75
9849189;Elastic Braid Belt;994042;410;201801;720;ACC-BOYS;70;ACC;250;3;750;250;0;0;3;750;125,35;376,05;0
9849193;THE OXFORD SHIRT REG BD;3046000;662;201903;160;SHIRTS;10;MEN;350;4;1400;350;0;0;4;1400;145,13;580,52;0
9849194;THE OXFORD SHIRT REG BD;3046000;809;201903;160;SHIRTS;10;MEN;350;2;700;350;0;0;2;700;145,13;290,26;0
9849196;THE OXFORD SHIRT REG SS BD;3046001;360;201901;160;SHIRTS;10;MEN;330;2;660;330;42;13860;44;14520;130,31;260,62;5473,02
9849197;THE OXFORD SHIRT REG SS BD;3046001;468;201901;160;SHIRTS;10;MEN;330;1;330;330;0;0;1;330;130,31;130,31;0
9849198;THE OXFORD SHIRT REG SS BD;3046001;662;201901;160;SHIRTS;10;MEN;330;1;330;330;0;0;1;330;130,31;130,31;0
9849199;THE OXFORD SHIRT REG SS BD;3046001;809;201901;160;SHIRTS;10;MEN;330;1;330;330;0;0;1;330;130,31;130,31;0
9849201;THE BROADCLOTH BANKER REG BD;3046500;436;201903;160;SHIRTS;10;MEN;350;2;700;350;0;0;2;700;138,42;276,84;0
9849204;THE OXFORD SHIRT REG BD;3046000;643;201903;160;SHIRTS;10;MEN;350;2;700;350;0;0;2;700;145,13;290,26;0
9849206;SKINNY SUPER STRETCH JEANS;4100034;971;201903;150;JEANS;40;WOMEN;480;0;0;480;56;26880;56;26880;239,2;0;13395,2
9849209;THE ORIGINAL HEAVY RUGGER;2005003;113;201801;170;JERSEY;10;MEN;350;8;2800;350;0;0;8;2800;158,04;1264,32;0
9849211;THE ORIGINAL SS T-SHIRT;234100;360;201903;170;JERSEY;10;MEN;140;0;0;140;7;980;7;980;58,08;0;406,56
9849212;THE ORIGINAL SS T-SHIRT;234100;643;201903;170;JERSEY;10;MEN;140;0;0;140;3;420;3;420;58,08;0;174,24
9849216;THE OXFORD SHIRT SLIM BD;3046002;110;201903;160;SHIRTS;10;MEN;350;2;700;350;0;0;2;700;139,02;278,04;0
9849218;OXFORD SHIRT;930391;110;201903;160;SHIRTS;20;BOYS;175;145;25375;175;141;24675;286;50050;97,1;14079,5;13691,1
9849219;OXFORD SHIRT;930391;468;201903;160;SHIRTS;20;BOYS;175;0;0;175;58;10150;58;10150;97,1;0;5631,8
9849220;THE ORIGINAL HEAVY RUGGER;2005003;643;201801;170;JERSEY;10;MEN;350;14;4900;350;0;0;14;4900;158,04;2212,56;0
9849222;THE ORIGINAL SLIM V-NECK T-SHIRT;234104;433;202001;170;JERSEY;10;MEN;140;1;140;140;0;0;1;140;53,34;53,34;0
9849225;THE ORIGINAL FITTED V-NECK T-SHIRT;234104;5;201903;170;JERSEY;10;MEN;140;2;280;140;0;0;2;280;53,34;106,68;0
9849235;CONTRAST COLLAR PIQUE SS RUGGER;252105;643;201903;170;JERSEY;10;MEN;280;0;0;280;1;280;1;280;116,85;0;116,85
9849236;CONTRAST COLLAR PIQUE SS RUGGER;252105;809;201903;170;JERSEY;10;MEN;280;0;0;280;4;1120;4;1120;116,85;0;467,4
9849237;O1. CABLE RUGGER;8040023;113;201801;180;KNITWEAR;10;MEN;490;5;2450;490;0;0;5;2450;228,9;1144,5;0
9849238;O1. CABLE RUGGER;8040023;433;201801;180;KNITWEAR;10;MEN;490;9;4410;490;0;0;9;4410;228,9;2060,1;0
9849239;O1. CABLE RUGGER;8040023;445;201801;180;KNITWEAR;10;MEN;490;0;0;490;1;490;1;490;228,9;0;228,9
9849240;O1. CABLE RUGGER;8040023;94;201801;180;KNITWEAR;10;MEN;490;20;9800;490;0;0;20;9800;228,9;4578;0
9849241;GANT SHIELD HOODIE;276310;643;201903;170;JERSEY;10;MEN;385;1;385;385;0;0;1;385;179,8;179,8;0
9849246;COTTON V-NECK;88162;436;201903;180;KNITWEAR;10;MEN;250;0;0;250;4;1000;4;1000;109,87;0;439,48
9849247;THE ORIGINAL BARSTRIPE HEAVY RUGGER;2005004;445;201801;170;JERSEY;10;MEN;385;1;385;385;0;0;1;385;176,48;176,48;0
9849248;THE ORIGINAL BARSTRIPE HEAVY RUGGER;2005004;643;201801;170;JERSEY;10;MEN;385;7;2695;385;0;0;7;2695;176,48;1235,36;0
9849250;THE BROADCLOTH BANKER REG SS BD;3046501;436;201901;160;SHIRTS;10;MEN;330;3;990;330;0;0;3;990;131,47;394,41;0
9849251;THE BROADCLOTH BANKER REG SS BD;3046501;468;201901;160;SHIRTS;10;MEN;330;9;2970;330;0;0;9;2970;131,47;1183,23;0
9849252;BOYS GANT CHINO;915001;248;201801;140;PANTS;20;BOYS;230;12;2760;230;0;0;12;2760;110,68;1328,16;0
9849258;O1. SLIM CLUB PANT;1505011;92;201903;140;PANTS;10;MEN;665;8;5320;665;0;0;8;5320;325,36;2602,88;0
9849259;CLUB BLAZER;4770014;410;201903;120;BLAZERS;40;WOMEN;1240;0;0;1240;15;18600;15;18600;630,56;0;9458,4
9849260;TAPERED GANT JEANS;1315003;961;201903;150;JEANS;10;MEN;420;0;0;420;1;420;1;420;176,58;0;176,58
9849261;O1. CLASSIC CROPPED CHINO;4150025;248;201901;140;PANTS;40;WOMEN;340;0;0;340;6;2040;6;2040;146,72;0;880,32
9849262;O1. CLASSIC CROPPED CHINO;4150025;362;201901;140;PANTS;40;WOMEN;340;0;0;340;4;1360;4;1360;146,72;0;586,88
9849268;THE ORIGINAL BARSTRIPE HEAVY RUGGER;2005004;113;201801;170;JERSEY;10;MEN;385;4;1540;385;0;0;4;1540;176,48;705,92;0
9849270;COTTON PIQUE CREW;80021;360;201903;180;KNITWEAR;10;MEN;420;37;15540;420;19;7980;56;23520;140,15;5185,55;2662,85
9849271;COTTON PIQUE CREW;80021;361;201903;180;KNITWEAR;10;MEN;420;6;2520;420;4;1680;10;4200;140,15;840,9;560,6
9849272;COTTON PIQUE CREW;80021;620;201903;180;KNITWEAR;10;MEN;420;3;1260;420;2;840;5;2100;140,15;420,45;280,3
9849273;COTTON PIQUE CREW;80021;637;201903;180;KNITWEAR;10;MEN;420;0;0;420;3;1260;3;1260;140,15;0;420,45
9849274;COTTON PIQUE CREW;80021;643;201903;180;KNITWEAR;10;MEN;420;4;1680;420;12;5040;16;6720;140,15;560,6;1681,8
9849275;COTTON PIQUE CREW;80021;809;201903;180;KNITWEAR;10;MEN;420;13;5460;420;25;10500;38;15960;140,15;1821,95;3503,75
9849276;COTTON PIQUE CREW;80021;907;201903;180;KNITWEAR;10;MEN;420;44;18480;420;0;0;44;18480;140,15;6166,6;0
9849277;COTTON PIQUE HALF ZIP;80023;445;201903;180;KNITWEAR;10;MEN;455;9;4095;455;0;0;9;4095;187,76;1689,84;0
9849278;COTTON PIQUE HALF ZIP;80023;643;201903;180;KNITWEAR;10;MEN;455;1;455;455;0;0;1;455;187,76;187,76;0
9849281;COTTON PIQUE CARDIGAN;80026;93;201901;180;KNITWEAR;10;MEN;490;24;11760;490;0;0;24;11760;205,13;4923,12;0
9849282;TB. COTTON PIQUE CREW;983983;433;201901;180;KNITWEAR;20;BOYS;245;1;245;245;0;0;1;245;121,62;121,62;0
9849296;O2. REGULAR DUSTY JEANS;1007309;617;201901;150;JEANS;10;MEN;490;22;10780;490;2;980;24;11760;235,44;5179,68;470,88
9849300;O2. REGULAR DUSTY JEANS;1007309;277;201901;150;JEANS;10;MEN;490;8;3920;490;1;490;9;4410;235,44;1883,52;235,44
9849301;SLIM DESERT JEANS;1010208;650;201903;150;JEANS;10;MEN;420;8;3360;420;0;0;8;3360;193,42;1547,36;0
9849302;G1. CABLE KNIT CREW;8050029;409;201801;180;KNITWEAR;10;MEN;560;7;3920;560;0;0;7;3920;256,15;1793,05;0
9849303;STRETCH COTTON CABLE CREW CARDIGAN;4800058;110;201801;180;KNITWEAR;40;WOMEN;415;0;0;415;21;8715;21;8715;232,82;0;4889,22
9849304;STRETCH COTTON CABLE CREW CARDIGAN;4800058;433;201801;180;KNITWEAR;40;WOMEN;415;0;0;415;9;3735;9;3735;232,82;0;2095,38
9849308;COTTON PIQUE CREW;480031;641;201903;180;KNITWEAR;40;WOMEN;380;0;0;380;5;1900;5;1900;129,15;0;645,75
9849310;STRETCH COTTON CABLE CREW CARDIGAN;4800058;625;201801;180;KNITWEAR;40;WOMEN;415;0;0;415;1;415;1;415;232,82;0;232,82
9849332;O1. ARCH LOGO SWEAT;4204603;629;201803;170;JERSEY;40;WOMEN;310;2;620;310;0;0;2;620;143,34;286,68;0
9849343;O1. SUNBLEACHED SS T-SHIRT;264100;412;201801;170;JERSEY;10;MEN;175;0;0;175;1;175;1;175;85,02;0;85,02
9849344;O1. SUNBLEACHED PIQUE RUGGER;262100;412;201801;170;JERSEY;10;MEN;315;0;0;315;1;315;1;315;147,7;0;147,7
9849346;O1. STRETCH COTTON BRETON CREW;8030017;433;201801;180;KNITWEAR;10;MEN;385;4;1540;385;0;0;4;1540;171,6;686,4;0
9849347;COTTON V-NECK;88162;620;201903;180;KNITWEAR;10;MEN;250;1;250;250;1;250;2;500;109,87;109,87;109,87
9849372;O. GANT LOGO BEANIE;691010;637;201703;760;ACC-GIRLS;70;ACC;140;0;0;140;3;420;3;420;67,35;0;202,05
9849379;O. BABY SCARF;792011;410;201703;721;ACC-BABY BOYS;70;ACC;135;0;0;135;1;135;1;135;64,01;0;64,01
9849380;O. 3-PACK STAR SOCKS;796042;410;201703;721;ACC-BABY BOYS;70;ACC;85;0;0;85;2;170;2;170;39,57;0;79,14
9849381;O. 2-PACK BARSTRIPE SOCKS;996030;435;201703;720;ACC-BOYS;70;ACC;80;0;0;80;1;80;1;80;37,17;0;37,17
9849383;O. 2-PACK STAR SOCKS;996031;410;201703;720;ACC-BOYS;70;ACC;80;0;0;80;1;80;1;80;37,5;0;37,5
9849399;STRETCH OXFORD BANKER SHIRT;4320000;422;201903;160;SHIRTS;40;WOMEN;345;0;0;345;1;345;1;345;161,32;0;161,32
9849405;O2. SUNBLEACHED SS T-SHIRT;4203451;637;201901;170;JERSEY;40;WOMEN;205;3;615;205;0;0;3;615;95,92;287,76;0
9849407;O. SOLID FRILL TOP;605105;113;201801;170;JERSEY;60;TEEN GIRLS;150;10;1500;150;0;0;10;1500;74,12;741,2;0
9849409;KG. GIRL SOLID FRILL TOP;705105;629;201901;170;JERSEY;61;BABY GIRLS;150;30;4500;150;0;0;30;4500;73,03;2190,9;0
9849410;O. GIRL FRILL PANTS;711190;629;201801;140;PANTS;61;BABY GIRLS;170;3;510;170;0;0;3;510;81,75;245,25;0
9849413;O1. SUNBLEACHED PIQUE RUGGER;262100;360;201801;170;JERSEY;10;MEN;315;0;0;315;9;2835;9;2835;147,7;0;1329,3
9849414;O2. SUNBLEACHED SS T-SHIRT;4203451;360;201901;170;JERSEY;40;WOMEN;205;25;5125;205;0;0;25;5125;95,92;2398;0
9849415;R1. GIRLS TEE;4208009;208;201801;170;JERSEY;40;WOMEN;240;1;240;240;32;7680;33;7920;109;109;3488
9849416;O2. SLIM DUSTY JEANS;1007308;277;201901;150;JEANS;10;MEN;490;24;11760;490;0;0;24;11760;235,44;5650,56;0
9849424;KG. GIRL SOLID FRILL TOP;705105;113;201901;170;JERSEY;61;BABY GIRLS;150;14;2100;150;0;0;14;2100;73,03;1022,42;0
9849425;O. GIRL GANT LOGO SS T-SHIRT;705117;113;201801;170;JERSEY;61;BABY GIRLS;155;24;3720;155;0;0;24;3720;75,76;1818,24;0
9849426;O. GIRL GANT LOGO SS T-SHIRT;705117;629;201801;170;JERSEY;61;BABY GIRLS;155;27;4185;155;0;0;27;4185;75,76;2045,52;0
9849428;O2. SUNBLEACHED SS T-SHIRT;4203451;641;201901;170;JERSEY;40;WOMEN;205;4;820;205;0;0;4;820;95,92;383,68;0
9849433;O1. TECH PREP WOOL CHECK REG BD;3001260;468;201703;160;SHIRTS;10;MEN;525;13;6825;525;0;0;13;6825;232,17;3018,21;0
9849437;O1. TECH PREP OXFORD SOLID SLIM BD;3002732;110;201703;160;SHIRTS;10;MEN;420;4;1680;420;0;0;4;1680;189,88;759,52;0
9849438;O1. TECH PREP OXFORD CHECK REG BD;3003130;374;201703;160;SHIRTS;10;MEN;420;3;1260;420;0;0;3;1260;194,83;584,49;0
9849439;O1. TECH PREP OXFORD CHECK REG BD;3003130;436;201703;160;SHIRTS;10;MEN;420;7;2940;420;0;0;7;2940;194,83;1363,81;0
9849440;O2. WINDBLOWN OXFORD CHECK REG BD;3003530;679;201703;160;SHIRTS;10;MEN;350;10;3500;350;0;0;10;3500;165,14;1651,4;0
9849441;GANT SHIELD C-NECK SWEAT;2046004;113;201903;170;JERSEY;10;MEN;350;0;0;350;2;700;2;700;142,79;0;285,58
